"transcript","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6","sample_7","sample_8","sample_9","sample_10","sample_11","sample_12","sample_13","sample_14","sample_15","sample_16","sample_17","sample_18","sample_19","sample_20","sample_21","sample_22","sample_23","sample_24","sample_25","sample_26","sample_27","sample_28","sample_29","sample_30","sample_31","sample_32","sample_33","sample_34","sample_35","sample_36","sample_37"
"ENST00000355842.3",2,2,3,2,3,5,2,3,3,4,1,1,2,1,4,1,1,1,1,3,2,2,3,2,1,2,1,3,2,2,2,1,6,3,8,4,2
"NM_133443",1,0,2,0,2,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,6,1,0
"NM_206876",17,12,25,23,14,10,21,8,12,15,9,16,11,10,21,30,13,19,24,10,9,62,14,25,28,6,11,5,11,15,19,18,35,24,69,38,15
"NM_133448",1,4,1,3,1,3,4,3,1,2,3,4,2,1,3,1,2,0,0,2,2,3,1,3,2,1,1,3,1,3,3,1,0,2,1,1,1
"ENST00000395383.1",1,3,6,3,5,5,5,2,4,3,2,1,7,1,6,3,2,2,5,5,3,8,6,3,5,2,1,1,5,5,5,7,2,10,7,10,4
"NM_206866",2,3,4,1,3,1,2,1,2,2,1,1,1,2,2,2,1,2,1,7,1,7,2,1,3,1,2,2,2,2,1,1,3,5,8,5,1
"ENST00000421203.2",2,0,11,1,1,1,0,1,3,2,0,2,0,3,2,4,2,3,2,0,0,9,3,6,4,1,1,0,1,4,2,3,3,1,9,1,0
"ENST00000380701.3",1,0,1,2,2,0,1,2,1,1,0,1,3,0,1,3,2,0,2,2,0,1,1,4,1,1,1,1,0,1,3,2,0,2,2,1,1
"NM_206886",1,2,1,2,2,1,1,1,2,1,1,0,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,0,2,1,1,1
"NM_133458",4,1,1,3,3,0,5,7,1,1,4,2,1,3,4,2,2,3,2,1,0,3,2,5,5,4,1,3,3,1,5,0,2,2,2,4,0
"NM_001127401",1,4,1,1,4,0,3,1,1,1,0,2,2,1,4,8,1,2,0,5,2,11,1,3,3,1,4,1,2,0,1,1,2,1,11,2,0
"ENST00000540671.1",1,2,1,1,1,1,1,1,2,2,0,2,1,0,2,3,2,1,1,0,2,2,1,4,3,1,0,0,0,4,1,1,0,5,1,2,2
"ENST00000314351.5",0,1,2,1,0,0,0,2,3,2,0,1,7,0,1,1,4,1,0,1,2,4,0,0,1,2,2,0,5,2,1,5,1,2,5,3,1
"ENST00000394196.4",1,3,2,2,2,3,2,1,3,1,1,2,3,1,1,2,1,1,1,2,2,5,2,1,3,4,2,1,1,1,1,1,1,2,6,3,1
"ENST00000526589.1",1,1,0,1,1,0,1,1,0,1,1,1,2,1,2,0,1,1,0,0,2,5,1,2,2,1,1,1,0,1,1,1,1,1,2,1,1
"ENST00000370688.3",1,0,4,2,2,3,1,1,0,0,1,0,7,2,3,3,3,0,2,4,3,1,0,4,2,5,1,0,3,5,2,2,1,4,4,4,0
"ENST00000374796.2",0,1,3,1,1,0,3,1,1,2,0,1,2,1,1,0,2,0,1,1,1,1,3,1,2,1,2,0,2,1,2,1,2,4,4,1,3
"NM_133636",0,1,1,1,1,0,1,1,2,0,0,1,0,1,1,1,0,0,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0
"NM_133638",1,0,4,1,0,1,2,1,2,1,0,1,2,2,1,1,4,1,2,1,0,1,1,0,3,0,1,1,2,2,2,1,1,2,6,3,1
"NM_133631",1,2,2,1,1,1,5,1,2,1,0,1,2,1,2,1,1,1,1,1,0,4,1,2,2,0,1,1,1,2,1,4,2,1,2,1,3
"NM_001102420",0,0,1,0,2,0,1,0,1,0,0,1,1,0,0,0,3,0,1,0,0,4,1,0,3,1,1,0,0,4,1,3,0,2,3,1,0
"NM_001102426",1,5,8,3,3,4,3,7,3,1,2,4,4,1,1,1,2,1,2,1,2,1,4,1,4,2,1,4,1,15,3,1,1,9,3,1,1
"ENST00000261182.8",0,1,5,0,1,1,0,2,1,1,1,1,0,1,0,1,2,0,0,1,0,4,1,0,0,0,1,0,1,1,0,0,0,1,10,2,1
"ENST00000369709.3",0,0,0,1,0,0,0,1,2,1,2,2,0,1,0,1,0,0,0,2,1,2,0,1,0,1,0,1,0,1,3,1,2,1,7,4,0
"NM_001080533",1,2,3,4,1,2,1,1,3,1,2,1,0,1,0,2,1,1,1,1,0,1,1,2,2,1,3,3,1,1,5,2,4,3,1,1,0
"NM_001080534",1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,2,0,1
"NM_133645",1,1,1,1,2,1,2,1,0,0,2,1,1,1,2,0,1,1,1,2,0,2,1,1,1,0,1,0,2,0,1,1,3,1,1,1,0
"ENST00000274695.4",1,1,3,1,5,1,1,3,3,2,1,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,1,4,3,2,3
"NM_133646",26,17,2,1,1,1,3,3,13,2,8,1,3,2,3,2,1,34,17,3,3,5,1,2,5,1,24,1,2,1,1,3,41,1,4,6,9
"ENST00000396220.1",0,0,2,1,2,1,1,1,2,0,0,1,1,0,3,1,0,1,3,2,1,3,1,1,1,1,2,0,0,3,3,1,1,2,3,2,1
"NM_001127715",1,1,2,2,4,1,3,1,3,3,1,2,2,2,2,2,5,1,3,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,4,2,2
"ENST00000500538.2",1,1,2,0,3,1,1,1,1,3,1,1,2,1,1,1,1,1,1,2,5,1,1,3,2,1,2,2,2,1,1,3,1,1,1,5,4
"ENST00000462284.1",0,2,4,1,3,0,3,0,1,0,1,2,0,1,2,3,4,0,1,2,2,7,4,2,0,0,1,2,1,6,2,1,2,1,3,2,0
"ENST00000265433.3",1,2,1,1,2,1,1,1,2,1,2,1,1,1,6,2,3,1,0,1,1,2,2,0,1,2,0,1,1,1,1,1,2,1,2,2,2
"NM_001080542",0,0,1,1,0,2,1,1,2,1,1,0,1,0,0,0,1,0,0,0,1,2,1,1,0,1,1,1,2,0,2,0,0,1,1,0,0
"ENST00000451324.2",0,0,0,0,1,0,2,2,1,2,0,1,2,1,2,1,4,0,0,0,0,2,0,0,1,1,0,0,2,1,1,2,0,0,2,2,1
"NM_001079559",2,6,3,1,3,3,2,3,1,1,1,2,3,1,1,1,4,4,2,2,1,3,1,1,1,2,1,0,1,1,2,2,3,1,5,1,2
"ENST00000216190.8",0,0,1,0,0,0,0,0,1,1,0,1,0,3,1,0,2,1,1,0,1,4,1,0,1,0,2,1,0,2,1,0,0,2,3,2,0
"ENST00000319170.5",1,1,1,2,1,1,2,2,5,1,1,1,1,1,1,2,1,1,1,2,1,2,3,1,1,2,2,1,1,1,2,1,1,1,1,1,0
"ENST00000267460.4",1,1,2,1,0,1,1,1,5,4,0,1,1,3,2,0,7,1,0,3,1,1,1,1,2,1,0,0,1,5,2,0,1,1,4,3,0
"ENST00000396113.1",0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,2,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1
"ENST00000268182.5",2,1,3,4,1,1,1,1,1,3,2,1,7,3,0,3,5,1,2,1,2,7,2,2,1,1,1,1,5,1,1,4,1,1,2,6,5
"NM_001005271",35,22,71,65,47,67,41,48,35,38,38,39,63,1,50,1,47,33,61,59,74,1,1,51,67,37,57,54,65,80,56,78,53,81,1,91,48
"ENST00000278550.7",1,1,2,3,1,3,1,1,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,2,1,1,3,1,1,2,1,1,5,3,4,1,5
"ENST00000374423.3",0,1,5,1,1,2,2,1,3,2,1,1,2,1,1,2,0,0,2,1,1,1,4,1,2,1,1,0,0,0,1,3,2,2,1,1,0
"ENST00000469850.1",2,3,4,2,4,1,2,3,4,7,2,1,4,1,2,4,2,1,4,1,2,4,2,3,4,3,1,2,1,1,3,6,3,4,8,4,1
"ENST00000553728.1",0,0,2,0,0,1,0,1,3,2,1,0,2,0,0,1,0,1,1,0,0,0,0,1,3,2,1,0,0,2,2,1,0,2,0,1,0
"NM_024491",1,2,1,4,1,1,1,1,1,1,3,1,1,1,4,1,2,1,1,1,0,3,2,1,1,1,1,4,0,0,3,1,1,1,1,1,1
"NM_001102402",0,0,4,1,0,1,4,2,0,0,0,2,0,1,1,0,0,2,0,1,0,0,0,1,0,3,0,1,1,1,1,0,1,0,6,2,0
"ENST00000434459.2",1,3,2,5,1,3,2,4,3,1,2,1,1,3,5,5,2,3,1,1,2,2,1,2,1,4,1,1,4,3,2,5,1,6,1,1,1
"NM_000495",1,2,4,4,1,2,1,2,1,3,1,1,1,4,4,1,1,2,4,2,1,4,2,2,4,3,0,0,2,3,1,4,2,6,9,10,2
"ENST00000563290.1",1,2,0,0,1,0,2,0,2,0,1,1,5,2,0,7,3,2,0,0,2,4,2,2,0,0,0,0,0,0,4,1,0,1,4,0,0
"NM_012479",5,1,1,5,7,2,4,3,2,4,4,1,2,3,1,1,4,2,2,1,1,1,7,6,1,1,3,1,2,1,6,1,14,3,2,1,1
"NM_012474",5,2,3,7,2,1,1,2,1,1,0,1,1,2,6,4,2,4,0,3,2,7,3,2,3,1,2,0,1,1,2,2,4,2,19,5,1
"ENST00000360441.4",1,1,4,2,2,3,1,0,2,2,2,1,4,2,1,1,2,1,3,0,3,4,0,3,3,2,0,0,1,3,1,1,1,2,6,6,0
"NM_000489",1,1,4,2,2,1,2,2,1,2,2,2,4,6,3,1,2,1,3,2,1,5,3,4,4,3,2,1,3,2,3,1,2,4,5,1,1
"NM_000487",1,1,2,3,1,1,0,0,2,1,0,1,2,0,3,2,4,0,1,1,2,0,1,0,4,0,1,1,2,3,0,0,2,2,5,1,1
"NM_000485",3,1,1,5,2,2,0,0,1,1,0,3,1,2,1,1,0,2,1,3,1,4,4,1,1,1,1,0,1,3,3,0,1,1,3,1,0
"NM_000484",1,1,2,2,3,1,5,1,1,1,1,1,2,5,2,3,1,2,2,1,1,5,2,5,2,1,1,3,2,3,2,3,2,2,10,2,2
"NM_012473",2,1,2,1,1,1,1,1,1,0,2,1,2,2,3,2,1,1,2,1,1,2,1,1,4,0,1,1,0,1,2,1,2,2,8,2,1
"NM_012470",0,0,0,0,0,0,1,0,1,1,2,0,0,1,1,2,1,1,1,0,1,0,0,4,2,1,0,0,1,1,0,1,2,3,2,1,0
"ENST00000553465.1",9449,3841,6647,13547,13177,6956,13928,11011,4772,3835,9345,17409,12545,7361,7341,11439,7197,10738,7403,18255,9630,15066,20018,18618,5732,25138,21821,13592,17225,10103,24146,16075,15912,14002,6549,8695,3167
"NM_012469",2,2,7,1,1,1,1,1,1,1,4,1,1,3,1,2,1,1,2,2,1,1,1,3,1,1,1,1,2,1,1,1,2,3,3,1,1
"ENST00000262291.4",0,2,2,1,1,2,1,2,2,1,1,1,1,2,7,3,1,3,0,0,0,1,1,1,4,1,1,0,0,1,1,3,1,1,2,1,0
"NM_012463",1,1,2,2,2,0,3,4,1,2,3,3,3,1,2,5,2,1,3,1,2,2,5,1,4,1,1,1,2,1,1,1,2,3,1,3,1
"NM_012464",0,1,0,0,0,1,0,1,0,1,1,0,1,2,1,0,2,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,2,0,1
"ENST00000361189.2",2,5,4,5,6,0,4,2,9,4,1,5,4,4,4,3,2,5,3,3,1,6,1,5,5,3,1,5,1,1,4,3,7,6,11,7,1
"ENST00000264951.4",1,1,1,2,5,3,1,2,1,1,1,1,1,3,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,3,1,3,1,1
"NM_001174100",0,1,2,1,0,3,1,0,1,2,1,0,2,1,0,1,0,1,0,0,1,2,2,2,2,1,1,0,1,0,0,3,2,2,7,3,0
"ENST00000368977.3",1,0,2,0,2,0,1,0,1,1,0,1,2,0,1,1,1,1,1,0,2,3,1,2,0,0,1,0,1,1,2,1,1,2,1,2,2
"ENST00000296679.4",1,1,2,1,2,1,1,0,1,1,2,4,1,1,1,2,2,1,1,2,1,4,0,0,2,0,1,2,1,1,2,0,1,1,3,3,2
"ENST00000337002.4",0,1,1,0,0,1,2,2,2,2,1,0,1,1,2,1,1,1,1,3,1,1,0,0,1,3,0,1,1,1,1,1,0,2,3,0,1
"ENST00000395631.2",1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,3,0,0,2,3,2,0,1,1,0,1,0,1,1,5,1,0,3,1,0
"NR_045560",1,0,3,1,1,0,0,0,0,3,0,1,1,1,1,1,0,2,0,2,0,4,0,2,1,0,1,1,0,1,2,0,1,0,6,3,0
"NR_045563",1,1,4,4,2,1,5,3,1,2,1,4,6,2,1,1,2,3,1,1,2,4,2,2,4,1,1,1,6,3,1,5,2,1,1,2,1
"NR_045565",0,0,1,1,1,0,2,1,2,0,0,1,1,1,1,1,2,0,0,1,0,5,0,2,2,1,1,1,2,1,1,1,0,2,1,1,1
"NM_001174118",1,0,0,2,0,0,0,2,1,0,0,2,1,1,2,1,0,1,1,1,0,3,3,0,1,1,1,0,1,2,1,0,0,2,5,0,0
"NM_001174116",1,1,1,1,2,1,1,1,2,1,1,0,3,1,1,1,2,1,1,1,2,1,1,1,1,0,1,2,1,2,1,2,3,1,2,1,1
"NM_000456",0,0,1,0,1,0,0,2,0,0,0,0,2,1,5,1,0,1,0,3,0,3,0,1,1,1,0,0,1,0,2,1,1,2,3,5,0
"NM_000455",0,1,2,0,3,0,2,0,2,1,1,0,1,1,1,3,4,0,1,1,4,5,1,2,3,1,2,2,1,0,2,1,2,1,6,6,1
"NM_000454",1,0,2,2,2,0,0,1,0,1,2,1,1,2,1,3,5,3,1,6,2,4,0,2,1,1,0,2,1,0,1,6,11,5,9,3,0
"ENST00000414097.2",0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,3,1,0,0,1,2,1,1,1,1,1,0,0,1,1,0,1,1,2,1,1
"NM_001786",0,0,3,0,2,0,2,0,2,0,1,3,4,1,2,2,0,1,0,4,0,4,0,2,2,0,0,0,0,0,2,0,0,2,2,3,1
"ENST00000564288.1",1,5,1,1,2,2,3,1,10,6,1,2,6,5,8,1,1,8,8,8,1,3,4,1,2,1,5,6,4,3,5,12,9,1,2,22,6
"NM_001788",0,1,5,2,1,1,2,2,1,1,1,6,1,5,0,2,1,2,1,1,3,1,2,2,5,2,2,1,2,1,2,1,1,3,4,4,1
"NM_000459",1,2,1,1,1,0,1,0,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,1,1
"NM_001789",0,0,1,1,0,0,2,1,0,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,3,0,0,2,1,2,0,1,1,2,4,1,2
"NM_001174124",1,2,1,0,2,0,3,1,2,0,1,1,0,1,3,1,2,1,3,2,0,2,3,3,2,0,2,1,1,1,4,2,6,0,5,4,0
"NM_012434",0,1,3,0,2,0,1,0,1,1,1,1,1,1,2,0,2,1,2,1,1,4,0,3,4,1,1,1,1,0,0,1,1,1,8,0,0
"NM_012435",0,1,5,2,0,0,1,0,1,2,0,1,4,2,0,2,1,1,0,0,3,5,1,1,1,1,0,0,2,0,0,4,0,3,1,0,1
"ENST00000536441.1",2,2,5,1,0,0,3,3,2,1,2,5,2,2,7,9,1,0,2,3,3,8,6,6,0,0,3,0,2,3,2,5,8,6,12,4,3
"NM_012433",5,6,6,4,4,3,4,1,4,4,1,3,2,4,3,4,2,4,5,9,2,21,3,5,3,2,5,2,2,4,11,3,9,7,14,10,1
"NM_012430",4,5,9,2,2,1,2,0,5,5,1,5,9,5,5,4,9,1,2,3,1,1,2,7,6,3,2,1,5,1,6,10,3,6,6,5,6
"NM_001792",2,5,11,5,8,3,2,1,6,3,1,6,6,5,6,9,8,7,5,4,2,14,5,4,15,2,4,3,3,4,7,8,7,17,32,11,1
"NM_001174129",2,2,2,2,1,0,2,1,1,1,0,1,2,3,2,2,1,0,2,1,6,4,1,3,1,1,1,0,1,4,3,1,1,2,6,2,1
"NM_001174126",2,4,2,3,5,0,3,2,2,1,0,3,3,5,2,2,2,0,2,2,9,8,2,5,1,2,2,0,1,5,4,2,4,5,10,5,1
"ENST00000431078.1",0,0,1,1,0,1,1,2,1,0,0,0,1,1,0,1,1,0,0,0,2,2,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1
"NM_000447",1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,2,0,1,2,0,0,0,0,0,0,1,0,0,1,2,1
"ENST00000326402.4",0,1,1,1,1,1,1,0,1,2,0,2,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,4,1,3,2,1,2,3,1
"NM_001773",1,4,1,4,2,2,2,2,3,0,1,1,2,2,3,3,3,4,0,1,1,14,1,3,2,1,1,1,2,2,2,1,12,2,5,3,2
"ENST00000517732.1",1,1,5,1,2,2,1,1,3,1,2,1,1,2,2,1,3,0,2,2,2,1,1,3,0,0,2,0,1,0,1,1,4,1,2,1,1
"NM_001776",0,1,0,1,1,1,1,0,1,2,0,0,4,1,2,0,1,1,2,0,1,0,1,1,1,0,0,0,1,1,0,2,1,3,3,0,1
"NM_001777",0,2,1,6,2,0,3,1,2,3,1,2,8,0,4,1,2,1,2,1,1,4,2,2,1,5,1,0,5,2,3,1,2,5,10,3,2
"NM_012425",1,1,1,3,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,2,1,2,0,1,2,1,1,2,2,1,1,1,1,1,3,2,2
"ENST00000263383.3",1,0,0,1,0,0,0,2,1,0,0,0,1,1,1,0,1,1,1,0,0,3,1,0,0,0,2,0,1,0,3,1,3,1,5,1,1
"NM_012426",2577,1393,5583,3660,3752,2302,4370,5853,1981,1170,1963,4406,3874,1810,4629,8693,2583,2316,2730,3819,4300,2928,12336,14744,2573,4028,3490,2284,4512,4405,4593,5416,3459,4848,3339,3572,1276
"NM_012423",5841,941,3805,6578,3746,4725,10524,3823,3716,3380,4016,10123,10268,5245,5380,6734,5889,4622,2830,5618,4376,4597,6145,8108,3601,7163,6926,5422,7217,7464,9441,11708,5934,9429,4439,5554,2190
"ENST00000519559.1",2,3,4,3,3,0,4,1,4,4,4,3,8,3,2,1,5,3,0,3,2,6,0,4,2,5,1,0,2,7,4,6,3,4,7,6,1
"NM_012424",1,4,2,3,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1
"ENST00000241052.4",0,0,4,3,0,0,1,3,0,0,1,3,3,0,2,2,0,0,5,2,0,8,2,1,5,0,1,0,1,1,4,1,2,1,4,5,0
"NM_012421",2,1,3,4,5,1,2,1,2,2,2,2,2,2,4,1,1,2,1,1,1,3,3,3,2,2,1,2,1,5,3,6,2,3,5,1,4
"NM_001780",2,3,10,4,3,4,6,6,7,2,2,1,13,8,10,6,4,8,3,1,3,14,2,5,16,0,3,2,5,3,5,3,7,9,33,16,1
"NM_023110",1,6,8,0,3,0,1,1,4,2,0,1,2,0,4,4,5,1,1,2,0,8,1,2,4,1,1,4,3,1,2,0,6,3,16,8,3
"NM_001005207",0,2,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,2,3,0,2,2,0,1,2,0,1,1,1,1,1,3,1,1
"NM_012428",1,4,14,2,4,4,1,1,5,4,5,1,3,4,11,8,6,1,2,4,5,12,4,5,14,1,2,2,5,5,10,3,3,11,34,12,1
"NM_001199417",0,0,1,0,2,0,0,0,0,0,0,1,1,1,1,2,0,0,1,2,1,4,0,1,1,1,0,0,0,1,1,1,1,1,2,1,0
"NM_012461",3,1,4,1,0,1,1,2,0,1,2,0,3,4,2,2,2,1,2,1,3,2,4,0,2,0,2,1,0,0,4,1,4,2,4,3,1
"NM_012460",1,0,2,1,1,0,0,0,2,1,0,0,3,0,1,1,2,1,0,0,0,3,1,3,3,1,2,0,1,0,1,2,0,0,1,1,0
"ENST00000372008.1",1,4,1,5,1,0,1,0,3,2,3,4,2,2,2,7,3,1,2,2,2,4,3,4,5,2,3,3,1,2,6,1,1,4,6,4,0
"NM_024407",0,1,6,2,1,1,0,0,1,0,0,0,2,1,0,2,3,1,1,1,0,4,1,2,2,0,4,0,2,1,1,4,1,1,4,1,1
"NM_024408",3,1,1,6,1,1,4,1,1,2,1,5,1,2,3,1,2,3,7,3,1,2,2,8,2,2,3,1,1,1,2,5,1,4,3,4,1
"NM_012454",2,2,7,6,6,2,7,4,12,2,1,4,3,5,6,8,6,4,3,2,5,8,3,5,5,3,2,8,3,6,8,7,3,7,9,13,3
"NR_045597",2,2,1,1,3,1,1,2,2,2,1,1,3,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,3
"ENST00000335508.5",1,2,6,3,5,3,2,3,1,3,1,3,5,2,3,8,2,1,4,1,3,4,4,4,3,1,5,0,4,2,4,2,5,4,11,9,1
"ENST00000352083.6",1,1,4,3,3,1,1,2,3,2,1,3,1,1,2,2,2,1,1,2,1,1,1,1,1,2,4,1,1,2,1,3,1,2,1,1,3
"ENST00000527414.1",3,2,13,16,9,10,10,9,3,8,6,7,8,12,8,13,10,8,12,6,8,10,11,15,18,3,6,13,10,11,6,10,11,15,30,9,2
"NM_000466",0,1,3,1,1,0,1,2,2,1,1,2,2,1,1,1,0,2,1,3,1,1,1,1,1,0,2,1,0,1,2,1,1,1,4,2,0
"ENST00000396593.2",0,0,2,1,0,0,1,1,1,1,0,0,4,2,1,1,0,0,3,2,1,2,0,1,2,0,0,1,0,0,0,2,2,3,9,2,0
"NM_000465",1,5,3,4,1,2,2,2,1,1,3,2,5,1,4,4,2,3,3,5,1,1,3,4,3,2,3,1,2,1,1,2,1,2,5,2,1
"NM_000462",1,2,14,3,3,2,2,2,1,7,2,4,4,4,1,8,1,1,1,1,1,3,2,3,4,2,2,2,3,1,3,2,2,4,6,1,6
"ENST00000368594.3",2,2,3,2,1,0,2,2,1,1,3,1,0,2,3,1,2,3,2,1,1,11,1,1,1,1,5,1,1,1,3,1,1,2,5,2,1
"ENST00000286744.5",1,2,2,1,4,1,4,1,2,1,3,4,6,1,1,1,2,1,1,1,1,2,1,7,1,6,1,1,5,2,4,2,2,2,6,1,1
"NM_001793",0,0,1,2,0,0,0,0,0,0,2,1,0,1,1,1,1,0,0,1,1,1,1,2,1,0,1,0,1,0,1,0,1,0,2,1,1
"NM_001174150",0,1,5,0,1,1,1,3,1,0,1,0,5,4,3,2,1,1,0,1,0,3,4,2,7,1,1,1,1,1,3,2,0,5,5,4,2
"NM_001795",2,5,2,7,3,2,4,1,3,1,0,3,1,1,1,4,1,5,1,3,1,14,3,7,4,0,2,3,1,1,6,1,14,5,3,4,0
"NM_001797",1,2,1,1,3,1,2,1,1,3,3,1,3,3,4,9,2,1,2,1,2,2,1,1,4,1,1,1,1,1,5,2,1,1,12,2,7
"NM_181291",1,1,2,2,1,1,0,0,0,0,1,1,2,2,5,0,2,1,2,1,0,4,0,2,2,3,0,0,1,2,0,1,2,2,4,4,1
"NM_024419",2,3,2,0,1,1,1,1,1,1,2,1,2,1,2,2,6,0,1,1,1,1,2,1,2,0,1,1,4,1,1,1,0,1,1,2,0
"NM_012448",2,1,4,2,5,1,1,0,1,0,0,2,1,4,3,0,2,4,1,1,1,11,1,4,1,1,0,1,1,2,7,7,8,4,10,7,2
"NM_012446",1,2,1,1,1,2,1,1,1,4,7,1,3,1,2,1,1,7,3,1,1,1,1,1,2,2,1,1,2,20,1,1,1,1,1,1,2
"NM_001174156",0,0,1,2,2,0,2,1,3,1,1,0,1,0,0,0,1,2,0,0,1,1,2,0,3,0,0,0,0,1,2,0,0,4,1,5,2
"ENST00000318711.7",1,2,2,3,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,0,4,1,1,1,1,2,1,1,3,2,1,5,1,0
"NM_001174159",2,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,2,0,0,1,0,0,2,1,1,0,1,0,1,0,0,1,2,18,0
"NM_001867",8,7,3,7,7,2,6,4,5,8,5,4,4,6,11,16,2,9,4,5,2,16,5,5,3,7,7,3,2,634,9,4,21,5,15,13,1
"NM_000534",1,1,1,1,1,1,1,1,3,1,2,2,1,5,3,1,3,2,0,2,0,3,1,2,3,0,2,1,1,4,4,3,1,2,2,4,1
"NM_024503",0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,2,1,2,0,1,0,1,2,1,1,1,0,0,1,0,1,1,1,0,1,1,0
"ENST00000221086.3",1,1,1,2,0,0,1,1,1,1,2,1,1,1,1,4,0,3,1,1,1,1,1,2,1,0,3,1,1,1,3,1,2,1,2,3,1
"ENST00000524630.1",1,5,9,4,3,4,1,2,3,5,1,3,4,4,8,8,3,3,4,5,2,18,8,6,7,2,6,1,6,1,2,4,5,9,29,20,3
"NM_001861",2,4,13,1,7,2,1,1,1,1,0,1,6,8,4,4,3,5,7,5,7,22,6,4,16,2,2,2,4,1,9,3,5,11,40,19,1
"NM_001862",1,9,4,5,1,8,3,2,0,4,1,2,7,13,8,13,2,6,6,6,5,13,8,4,13,1,5,1,5,1,2,5,11,14,25,12,1
"NM_001863",1,1,8,1,2,1,1,1,2,2,1,2,5,1,2,3,2,3,1,5,1,8,1,1,1,1,1,2,1,2,5,3,3,5,11,5,2
"NM_001864",1,2,2,1,0,0,1,0,1,0,0,0,2,2,3,2,2,0,2,3,1,1,1,0,2,0,0,0,0,0,3,1,3,5,6,2,1
"NR_045605",0,1,2,1,1,0,2,2,1,1,1,1,1,3,2,1,1,1,0,1,1,1,3,2,3,0,0,0,1,1,1,1,0,4,1,1,0
"NM_001866",2,1,1,1,2,2,1,0,1,1,0,1,0,1,1,2,2,1,5,1,2,1,1,1,1,1,3,1,2,1,3,0,3,3,9,4,1
"NM_001856",1,1,6,1,1,2,1,1,1,3,1,1,3,1,2,1,2,1,2,0,1,1,1,1,1,1,1,1,2,1,1,2,2,3,3,1,2
"NM_024513",1,1,4,2,3,1,1,2,1,1,1,2,1,3,2,2,3,2,1,1,1,3,1,1,5,1,5,1,2,1,1,2,4,1,6,5,1
"NM_024512",1,0,3,5,3,3,4,0,1,4,0,6,7,2,2,0,2,1,1,7,4,6,5,2,6,3,2,2,7,9,4,7,3,0,5,4,2
"NM_001858",1,1,1,3,2,0,2,2,1,8,1,1,2,2,1,1,3,0,2,1,2,2,2,2,2,1,1,2,2,1,2,5,1,3,2,2,2
"NM_024515",1,1,3,3,1,1,3,1,1,2,0,0,1,1,2,1,1,1,1,1,1,1,2,3,4,1,0,0,1,0,1,0,1,0,1,1,2
"NM_001859",3,2,9,5,4,1,4,2,1,4,0,5,3,1,6,3,2,1,1,6,4,11,3,5,5,2,3,1,2,5,4,6,4,4,13,3,2
"NM_000521",0,0,1,6,0,1,3,3,2,0,0,1,2,0,0,2,9,0,2,2,1,4,3,3,6,0,1,0,2,1,2,3,2,3,8,2,1
"NM_000520",0,1,1,1,0,1,2,0,1,1,1,0,1,2,1,1,1,0,1,1,0,1,2,1,2,0,0,0,1,1,2,1,1,2,5,3,0
"ENST00000299424.4",1,1,3,1,0,0,0,1,1,2,0,0,0,2,2,3,0,0,0,0,0,6,2,0,2,0,1,0,1,0,0,1,0,3,5,3,0
"ENST00000371514.3",5,1,1,3,1,2,5,2,1,1,3,1,4,3,2,1,1,1,2,1,2,7,5,3,0,2,1,1,2,1,3,1,5,2,3,2,0
"NM_001174051",0,2,24,1,0,0,3,3,1,6,0,1,1,4,9,2,5,1,4,2,3,3,3,1,10,0,2,2,0,3,1,0,0,7,16,10,0
