,logFC,pvalue,padj
GOLGA5,0.007378646,0.536703742,0.597399535
ZSCAN20,-0.032503883,0.07544569,0.107625806
BTRC,-0.053720332,3.62E-07,1.47E-06
AC026471.6,0.056013563,0.015349963,0.025729069
CYFIP2,-0.072448783,1.77E-08,9.30E-08
RAP1A,0.036001736,0.000553576,0.001241201
GPR1,-0.065709644,1.71E-06,6.12E-06
LDHA,0.011849056,0.304804527,0.370088061
MXD3,0.10034349,1.96E-07,8.41E-07
NUDT1,0.099959835,0.000466303,0.001060744
TM9SF3,0.005645215,0.658898059,0.710325635
MZF1-AS1,-0.021907305,0.184785195,0.239545235
FNBP1L,-0.021170995,0.227913566,0.287189473
CHTF18,-0.05987691,9.41E-05,0.000245695
PPA1,0.043234857,0.000183732,0.000452273
KHDC1,-0.05830835,3.04E-05,8.67E-05
RFC4,-0.027006365,0.01419849,0.023992042
ENO3,0.044031233,0.017407685,0.028687682
COX7A2L,0.054542478,1.65E-08,8.77E-08
PAK1IP1,0.027171038,0.07364502,0.105297426
SHD,-0.089191589,0.000117709,0.000301046
SPRYD7,0.050127098,1.54E-06,5.57E-06
MOCS1,0.031960106,0.002430252,0.004868293
PRRC2B,-0.189722073,5.94E-10,3.93E-09
GMEB1,-0.0660622,2.23E-16,4.52E-15
GEN1,-0.072604074,1.33E-06,4.84E-06
SLC30A9,0.022433594,0.090230863,0.127014166
PLXNA4,-0.142668227,4.82E-12,4.51E-11
TTC26,0.029326497,0.001682731,0.003465262
MYCN,-0.10789461,7.43E-19,2.10E-17
TMED3,0.017947711,0.326404712,0.392030642
PCDH1,-0.002163168,0.910427445,0.929576725
CALU,-0.047271896,2.34E-07,9.82E-07
HTR7P1,-0.028873319,0.188484392,0.243771846
AC068700.1,0.02681119,0.198525258,0.255042726
HECTD1,0.012675802,0.39577786,0.461602356
KCTD21,-0.043535333,9.85E-07,3.68E-06
CHID1,0.064408253,1.85E-05,5.47E-05
TENM3,-0.152529122,1.05E-14,1.56E-13
AL392172.1,0.098848506,0.000150789,0.000376974
PROSER1,-0.130476042,1.02E-24,5.94E-23
BAHCC1,-0.086628743,3.40E-08,1.70E-07
RBM41,0.021563457,0.235266287,0.295338046
ZNF160,-0.062407489,0.000411263,0.000946738
SRGAP1,-0.030781214,0.034077302,0.052458902
INTS14,-0.003437077,0.592858164,0.650491731
GPKOW,0.05614209,2.17E-07,9.17E-07
ASPM,-0.005924359,0.699331467,0.749069695
PPHLN1,-0.01093399,0.065592462,0.094704681
TBC1D9B,-0.097053881,3.33E-09,1.95E-08
DNAJC4,0.133637895,3.58E-11,2.90E-10
ZNHIT6,-0.024180268,0.009226455,0.01632423
NIPBL-DT,-0.018393564,0.265132647,0.327809899
EXOSC10,-0.055441363,1.72E-13,2.06E-12
ANXA1,0.035477136,0.005316136,0.009918164
REPS1,-0.019635643,0.000144318,0.000362243
SLC48A1,0.046273916,0.007446794,0.013446721
TRIP11,0.017413962,0.102491111,0.142507107
VPS13C,0.048771742,1.29E-05,3.95E-05
TGFB2,-0.217664594,3.38E-16,6.73E-15
GSEC,0.042834389,0.000101772,0.000263659
CALM3,0.0522101,1.22E-06,4.46E-06
PCMTD1,0.038744117,0.007729761,0.01392248
FAM222A,0.036846797,0.020303719,0.032949885
LPP-AS2,-0.034120199,0.008066017,0.014455227
TTL,-0.027693946,0.00012619,0.000320605
OSTC,0.059334644,1.83E-05,5.43E-05
VILL,-0.050664669,5.04E-05,0.000137617
AC026801.2,0.082230186,3.58E-06,1.21E-05
HNRNPH1,-0.066654575,2.36E-08,1.21E-07
ELF4,-0.051497933,0.0015037,0.003131403
ELOF1,0.022651205,0.336137514,0.401982198
SLC25A30,0.078955692,2.22E-07,9.36E-07
AC090360.1,-0.00151022,0.952866928,0.96367598
SH3BP1,0.007399897,0.807729317,0.844022275
TECR,0.030717638,0.0337275,0.051984433
SMAD4,0.02543219,0.001662642,0.003425302
PLD3,0.007031316,0.687919349,0.738269317
KLF4,0.094901293,0.000169318,0.00041952
ZNF426,0.024351487,0.003666556,0.007083763
CD200,-0.012993992,0.427255816,0.493480961
ZFYVE26,-0.053648762,0.000106645,0.000275426
UGGT1,0.000232328,0.974656742,0.980737314
MKRN1,0.007729988,0.27854726,0.341524351
RAB2A,0.051280009,3.74E-08,1.86E-07
SSH1,-0.095198197,1.66E-09,1.02E-08
LHFPL2,-0.057875571,8.30E-06,2.65E-05
CRIP3,-0.016735612,0.504403994,0.566746061
RNF20,-0.009135749,0.241254465,0.30209675
FBXW7,0.240851635,6.85E-44,4.28E-41
MMS22L,-0.030265066,0.014859554,0.024994458
ADGRA2,-0.187385523,3.42E-15,5.58E-14
ZKSCAN8,-0.054761142,0.001410802,0.002956416
PLEKHO1,0.077241245,0.000360931,0.000838595
CWC27,0.072865496,0.000514883,0.001162329
PRXL2C,0.049791339,6.83E-07,2.63E-06
CNOT7,0.023488006,0.077276532,0.110049177
HEG1,-0.01498289,0.225301971,0.284831822
ALPK3,-0.088029575,1.81E-06,6.44E-06
AC018647.1,0.100483592,2.13E-15,3.63E-14
CCDC88B,0.024932401,0.247195419,0.308762702
MACF1,-0.010098422,0.463362565,0.527387394
IDH2,0.023330059,0.018828604,0.030806155
TNFRSF10B,-0.120350277,1.05E-19,3.30E-18
ABHD14A,0.139262453,9.91E-06,3.12E-05
PCLAF,0.036798609,0.091986187,0.129194082
TMEM206,-0.020099317,0.164952137,0.217099417
FAR1,0.014738404,0.298149554,0.362977299
ZC3H14,-0.058524426,1.60E-06,5.74E-06
CCDC183,-0.152503827,1.47E-22,6.69E-21
CLU,0.042255157,0.012263747,0.021057259
FBXO31,0.097926767,4.64E-26,2.97E-24
VSIR,0.148548053,4.06E-20,1.35E-18
CSNK1A1,-0.081983764,3.16E-06,1.08E-05
ALCAM,0.19370207,7.47E-19,2.10E-17
MRPS27,-0.010468429,0.236717948,0.297085778
MAN2B2,-0.071815877,3.43E-10,2.39E-09
SWAP70,0.005155956,0.563948838,0.622597525
PPFIA4,-0.032760724,0.04305891,0.06476972
SCOC,0.048878944,0.000658146,0.001455432
SURF2,0.073535394,0.009094975,0.016103001
JRKL,-0.020401445,0.15516607,0.205246125
TNPO1,0.013965274,0.375323637,0.441765109
GNRH1,0.04866931,0.003198277,0.006253964
U2AF2,-0.016538175,0.024174538,0.03850675
SIL1,0.0774623,2.55E-05,7.39E-05
DNAJC8,0.054189712,8.40E-06,2.68E-05
CTSS,0.060871769,0.00235621,0.004736371
MCM6,-0.055208968,1.39E-05,4.20E-05
SFR1,0.036552465,0.006215774,0.011451315
SBF1,-0.07593358,4.21E-07,1.69E-06
AP002884.1,0.08072998,7.92E-05,0.000209522
AC097376.2,0.066699514,0.013762734,0.023350414
STK10,-0.043044425,8.70E-05,0.000228661
TBK1,-0.000285769,0.982391617,0.986535065
MYO18A,-0.125881935,6.02E-06,1.97E-05
VPS26B,0.001872829,0.770865201,0.812275929
RASSF4,-0.025465324,0.014034747,0.023758461
PI4K2A,-0.012565017,0.221519684,0.280688905
NEB,-0.027495241,0.170830586,0.223834625
PCID2,0.066454208,1.90E-25,1.15E-23
STN1,-0.016907103,0.048692931,0.072330557
DPYSL3,-0.157723177,1.67E-35,3.10E-33
CAHM,0.092165772,6.79E-06,2.20E-05
LRP2BP,0.054529356,0.000552235,0.001238751
TAFA2,0.000825326,0.966181496,0.974956101
ERLEC1,0.020572311,0.053693087,0.079076712
ITPR2,-0.034077929,0.037447948,0.057120116
UNK,-0.024240309,0.002653436,0.00525718
URI1,0.030899618,0.000471675,0.001071014
TLK1,-0.00045459,0.971273168,0.978120008
DDRGK1,0.038493909,0.036930973,0.056434861
SERHL2,-0.028665452,0.042710334,0.064342172
UGDH,-0.087245774,2.71E-15,4.54E-14
MT-TE,0.26976325,2.80E-09,1.66E-08
AC006547.1,0.0778913,0.006084783,0.011238978
C2orf88,0.014919073,0.318175131,0.383620848
BTBD19,-0.104722981,1.96E-07,8.42E-07
SLC17A5,0.013681369,0.124129445,0.168975559
SLC22A5,0.000518541,0.972105614,0.978659764
RHNO1,-0.034685231,4.35E-05,0.000120864
HIF1A,-0.046322231,0.009301296,0.016445007
CFLAR,0.001195781,0.934626916,0.948667191
IBTK,0.014723221,0.221732936,0.28085708
HTATSF1,0.015903688,0.010672976,0.018626484
RAB7A,-0.014982435,0.023396091,0.037385892
XPNPEP1,-0.00947364,0.041612955,0.062897453
EXOSC7,0.041799308,0.004619064,0.00873169
ITGAV,0.058996223,0.001730479,0.003549307
RBM39,0.009562837,0.355387744,0.421875289
JADE2,0.074823332,1.28E-05,3.92E-05
SENP6,-0.006582002,0.609138446,0.666161905
CIR1,0.117693984,7.07E-05,0.000188941
DNAAF2,-0.018342514,0.093187008,0.130623785
TAGLN,-0.086350223,7.23E-05,0.000192516
CTDSP1,0.028705099,0.01297612,0.022181402
LMOD2,0.091551235,3.09E-09,1.82E-08
GEMIN2,0.066055103,1.12E-06,4.11E-06
TRIM56,0.007782585,0.728356303,0.773859226
ZNF214,0.03861608,0.036139219,0.055292562
SCYL3,-0.001080757,0.895674169,0.917135132
TDG,-0.035941251,0.016866563,0.027924773
PSENEN,0.139258536,3.74E-06,1.26E-05
EDNRA,-0.04550886,0.001140348,0.002437683
PACRGL,-0.018803121,0.062660174,0.090811846
MYL9,0.144705577,2.06E-08,1.07E-07
RAD51-AS1,-0.017822209,0.325157255,0.390814009
SRRD,-0.018397339,0.057465477,0.084013855
PTPN2,0.015489533,0.06077004,0.088431373
PI4KA,-0.090431377,5.83E-08,2.78E-07
CMKLR1,-0.091931483,2.41E-07,1.01E-06
C19orf53,0.114542859,1.14E-05,3.55E-05
PRRG1,-0.013295672,0.454986866,0.519272844
FAM53B,0.126786839,7.27E-36,1.40E-33
TMBIM1,0.035047999,0.000141924,0.000356773
MAPK1IP1L,-0.012023394,0.124735338,0.169523428
COL23A1,-0.077140181,6.26E-05,0.000168748
PLEKHF2,0.055289002,0.000161623,0.000402248
ITFG2,-0.057956805,3.77E-08,1.87E-07
KITLG,0.081692779,2.35E-05,6.85E-05
MROH8,0.014864851,0.310136652,0.375559036
RC3H1,-0.002197279,0.853733323,0.882685405
CDAN1,-0.05137428,2.40E-05,6.99E-05
RAB3GAP1,-0.001922254,0.861884267,0.889777041
TJP2,0.00061374,0.983806288,0.987757317
KLHL3,-0.116779047,3.99E-12,3.78E-11
HCG11,-0.028316855,0.000318461,0.000751087
TTN,0.149831884,6.08E-31,7.24E-29
PSTPIP2,-0.066412119,4.34E-05,0.000120594
NDUFA10,0.016547224,0.115084283,0.158213202
KLF2,0.130287684,4.06E-15,6.51E-14
KCNK3,0.053468529,0.016075759,0.026801866
AL137003.2,-0.015149518,0.280612796,0.343551415
CHMP7,0.042662622,1.76E-09,1.08E-08
EEF1AKNMT,-0.036329049,2.97E-08,1.51E-07
RP2,-0.033143703,0.102535548,0.142529258
NMI,0.056678464,0.011495515,0.019860945
ZNF335,-0.091746079,7.38E-12,6.73E-11
ADAMTS15,-0.036299283,0.003252598,0.00635273
NEK4,-0.063380156,0.002481829,0.004947825
NFU1,0.131029083,2.56E-20,8.76E-19
SETD6,-0.07634166,9.00E-06,2.86E-05
ZNF791,0.031039122,0.019424292,0.031682005
GSTK1,0.044633386,0.002548971,0.005069552
AL162231.2,0.035842068,0.36556546,0.432621846
EIF5A2,0.041788224,0.003557897,0.006892477
SYNJ1,-0.039654117,0.02079773,0.033675081
CYSLTR2,0.037784597,0.210908449,0.269084523
CUL2,0.026991105,0.031431947,0.048807372
MRPL11,0.105513312,4.95E-09,2.81E-08
C1orf109,-0.071995924,4.40E-09,2.53E-08
ZBTB2,-0.012722068,0.265647645,0.328284287
WDR44,0.005079064,0.758048319,0.800811662
NUDT16P1,0.088849341,1.16E-05,3.60E-05
PREPL,0.056250206,0.000110112,0.000283648
SULF1,0.012029023,0.441967438,0.507541844
RAP2A,0.028994713,0.094917398,0.132640299
SNX1,-0.020673805,0.059506928,0.086668989
MTFR2,-0.04421929,0.004665766,0.008806655
COPRS,0.075655347,4.34E-05,0.000120594
NSD3,-0.023200605,0.006887718,0.012541365
ARSI,-0.171653365,3.57E-23,1.77E-21
ZDHHC12,0.075848076,0.000793238,0.001734234
ANAPC10,0.104765291,9.16E-10,5.87E-09
COX18,0.006595886,0.339402102,0.405304636
TMED7,0.054706253,0.000541586,0.001217281
NFE2L2,0.04203254,0.001051828,0.002260051
RARA-AS1,0.034888452,0.094655507,0.132348305
MYH10,-0.138444371,1.40E-26,9.44E-25
DIP2C,0.059729765,4.02E-12,3.81E-11
USP21,-0.032640685,0.000339913,0.000795677
TOR1B,-0.029505883,4.84E-05,0.000132736
ARFGEF1,0.006685884,0.548569484,0.60817016
APLP1,-0.074261344,9.93E-05,0.00025796
DCBLD2,0.026605728,0.041558907,0.062853761
UPF3A,-0.030002005,0.123564755,0.168298495
PSMB6,0.105018262,8.84E-07,3.32E-06
TRAPPC4,0.055913258,0.000138903,0.000349882
CXCL12,-0.007416202,0.608801245,0.665938793
SH3KBP1,0.090324965,2.32E-07,9.75E-07
MANEA,-0.028590211,0.192290349,0.248308818
BAG2,0.070723676,2.04E-09,1.23E-08
ERMARD,-0.033703933,0.002144983,0.004336803
PPP1R9B,-0.042323786,7.89E-07,2.99E-06
FADD,-0.021640185,0.226961066,0.286205632
EIF4E3,0.077592069,2.61E-11,2.15E-10
GDAP1,-0.035348742,0.008578481,0.015296863
CCDC28B,0.127877601,2.10E-09,1.26E-08
ARHGAP35,-0.069163062,2.93E-05,8.40E-05
PIGS,-0.053039442,1.25E-07,5.56E-07
RPL18,0.116146285,0.000146457,0.000366692
EIF2B2,0.033599427,0.002897885,0.005704499
UBTD1,0.174209297,4.85E-22,2.07E-20
IST1,-0.018996471,0.003048318,0.005979438
ANO5,0.089004281,5.31E-05,0.000144459
SRSF12,-0.118730137,1.17E-27,9.30E-26
TTC30B,0.004151047,0.778978328,0.818942733
SLC16A1-AS1,0.115774517,0.003283589,0.006408254
CBFA2T3,0.137106174,2.21E-13,2.60E-12
ENPP4,0.06323969,0.000262399,0.000628651
SKP2,-0.093390602,1.44E-12,1.47E-11
ZNF557,-0.041936409,0.003785665,0.007290009
FAM160A1,0.030009084,0.22387123,0.283453065
FAM217B,0.014371097,0.264906007,0.327610694
EBF1,0.02842739,0.253845446,0.315806725
JUP,0.026714841,0.007682958,0.013853152
ATG12,0.027383499,0.00205263,0.004166931
MX1,0.046134101,0.152818876,0.202779471
KBTBD13,0.241066184,2.02E-36,4.03E-34
ZNF101,0.001821375,0.866241184,0.893032148
CENPE,0.014278814,0.469367697,0.532924149
RAVER2,-0.039580311,0.000869842,0.001890139
GPRC5B,-0.01074757,0.454656302,0.519132567
BCORL1,-0.08049364,7.84E-14,1.00E-12
DSE,-0.040615481,0.022601935,0.036232663
VAMP8,0.023529596,0.447202021,0.512024297
GNPTG,0.043496256,4.43E-05,0.000122673
CREG2,0.02221193,0.280701435,0.343575808
NEK11,0.053222355,0.004167335,0.007949895
NXN,-0.08575619,5.80E-13,6.33E-12
CHMP4B,0.046351773,2.67E-05,7.70E-05
TMEM14B,0.094793918,2.05E-13,2.43E-12
LRRC10,0.104136488,1.23E-16,2.58E-15
GMDS,-0.03416901,0.045935192,0.068539529
RNPEP,-0.003636031,0.822453577,0.856722476
LATS1,-0.029895038,0.056807852,0.083174014
RPL30,0.163563464,7.48E-17,1.61E-15
DEPTOR,0.093686474,4.35E-05,0.000120864
RMI2,-0.03797086,0.006560536,0.012006838
2-Mar,0.09459994,4.81E-09,2.74E-08
INIP,-0.01766921,0.015428266,0.025842992
ST3GAL4,0.129261104,1.75E-27,1.34E-25
FXR2,0.025323354,0.000231896,0.00055982
NDUFS8,0.143400452,1.96E-07,8.42E-07
TOB1,0.056657195,5.75E-06,1.88E-05
UXS1,-0.01587724,0.098520741,0.137368574
CORO2B,-0.017057428,0.233822349,0.293603253
TICRR,-0.188378853,6.80E-44,4.28E-41
POP1,-0.033894476,0.00444077,0.008432909
BOD1,0.020176252,0.00985185,0.017320412
RLIM,0.035217553,0.002077653,0.004216017
PEX5,-0.017310085,0.052910933,0.077970724
NHLRC3,0.014555765,0.115830536,0.159013055
ADK,0.070251271,2.91E-06,1.00E-05
RAB1A,0.005336334,0.588017277,0.645856259
LRRC14B,0.289231808,3.42E-35,6.11E-33
CADM4,0.030396378,0.007887832,0.014176549
POLR3K,0.018035233,0.381684049,0.448091159
VAMP1,-0.035396277,0.011613044,0.020029028
LRBA,-0.076265072,2.49E-09,1.48E-08
PPP1R3B,0.046664632,0.000260372,0.000624392
GPR108,0.013288833,0.337776756,0.40348722
SLC26A2,-0.075793528,3.85E-09,2.24E-08
PGM2L1,-0.000848876,0.948397162,0.959781501
PUS1,-0.030529988,0.045369894,0.067837759
GSTCD,-0.109127929,3.61E-13,4.08E-12
MAP3K11,0.020501543,0.15025226,0.199909873
C16orf87,0.034738235,0.001471928,0.003072919
ACVR2B,-0.101847144,1.11E-11,9.76E-11
TFDP2,0.026536354,0.00042171,0.000966782
ZNF496,-0.057559398,4.40E-11,3.50E-10
GPATCH11,-0.003133829,0.811345318,0.846739009
DDR2,0.08454093,3.00E-08,1.52E-07
ROMO1,0.184380609,7.02E-08,3.29E-07
ZNF91,0.024871919,0.036127972,0.055292562
TBC1D19,0.0821754,3.71E-10,2.58E-09
PIGK,0.047678975,0.004654356,0.008788436
CAMLG,0.039006576,0.009770229,0.017195053
POLDIP2,0.000882785,0.921477949,0.938215213
AC048341.1,-0.078225021,5.60E-06,1.84E-05
ACSL3,0.004529185,0.675105195,0.725841688
LGALS8,0.07536924,2.16E-11,1.80E-10
VANGL2,-0.132711727,1.16E-22,5.41E-21
LRCH1,-0.022440331,0.144588086,0.19350654
NXPH4,0.073580874,0.006446443,0.01181966
TRIM38,-0.015500957,0.340550518,0.406384866
LRIG1,-0.070405479,4.07E-06,1.37E-05
ZMYM3,-0.108777989,1.08E-19,3.37E-18
SYCE1L,0.210886705,9.78E-05,0.00025453
TMEM59,0.092143647,1.50E-20,5.39E-19
PDZRN3,-0.018791476,0.196130714,0.252581479
AMDHD2,-0.040786918,0.006761362,0.012342757
NETO2,-0.018147383,0.225054036,0.284590334
SMARCC1,-0.086513057,2.86E-15,4.77E-14
ZNF430,-0.026185906,0.056460108,0.082718332
NAA80,0.061684523,0.001479603,0.003087652
OTUB1,0.025937674,0.151905318,0.201787085
WDR86,-0.068437651,0.019774723,0.032227385
CNRIP1,0.082275922,3.14E-12,3.08E-11
ABCG2,0.051752783,0.002814655,0.005555972
MAN2A2,-0.111069189,1.06E-06,3.94E-06
PRLR,-0.08424475,8.79E-06,2.80E-05
SEC23IP,-0.026651002,0.043310121,0.06508885
TMEM127,0.003912071,0.655975095,0.707937724
LRRC37BP1,0.010650883,0.256704107,0.318887089
GTPBP2,-0.023069068,0.008767974,0.015601376
TTC25,0.038267473,0.048861975,0.072538562
AC068205.2,-0.010205476,0.552839474,0.612089763
ARMT1,0.0073165,0.65103677,0.703367297
ARL2,0.139767289,0.000166917,0.00041398
TOX,0.061673551,0.03425293,0.052680606
SEMA3D,-0.125801714,2.32E-06,8.10E-06
BCKDK,0.023609331,0.133656339,0.180290323
ZNF124,-0.125448835,1.30E-15,2.34E-14
KTN1,0.046172529,0.008209091,0.01469057
MRGBP,0.021782926,0.008651767,0.015422044
AZIN2,0.064122418,1.23E-06,4.50E-06
CFL2,0.067596451,1.04E-07,4.68E-07
PRKCZ,-0.049018305,0.000226915,0.000548368
TSPAN4,0.042423331,0.003381531,0.006586543
LBR,-0.060312369,3.44E-07,1.40E-06
NOL9,-0.037847954,1.42E-05,4.30E-05
STX2,-0.00070598,0.931529416,0.946291564
TMSB4X,0.075729492,1.17E-06,4.31E-06
ATP8B2,-0.10229815,4.87E-10,3.29E-09
CDK10,-0.018361157,0.323206043,0.388562206
MYO1F,-0.036554511,0.06516264,0.094138456
FN3K,0.111275319,9.99E-08,4.53E-07
RPS21,0.207978748,4.98E-12,4.65E-11
MAP3K10,0.036210831,0.008928713,0.015847911
CABLES2,-0.09196177,4.36E-10,2.97E-09
PTPN6,-0.020916284,0.240603338,0.301432395
GNAS,0.031123523,0.001510978,0.003143941
PON2,0.032064926,9.31E-05,0.000243491
RAPGEF2,-0.020652639,0.249419646,0.310997065
TSTD2,-0.083948348,0.00285207,0.00562095
SORL1,-0.056419862,0.013171875,0.022468065
SGPL1,-0.073675364,3.88E-15,6.23E-14
C11orf54,0.006875874,0.426654059,0.492899791
DALRD3,0.002660676,0.776243176,0.816754184
6-Sep,-0.127702629,1.69E-12,1.71E-11
PNRC1,0.098491931,1.60E-15,2.79E-14
AGAP2,0.110947925,3.34E-07,1.36E-06
NCOA3,-0.016899915,0.205440939,0.262981233
PMEPA1,0.061622716,1.10E-05,3.45E-05
PPP6R1,-0.056102513,0.000112664,0.000289625
SNUPN,-0.018020988,0.031329768,0.048678943
SHPRH,0.012288891,0.571171123,0.629459029
APOO,0.092293792,4.26E-09,2.45E-08
SNHG5,0.12834828,0.001485747,0.003099181
GNB3,-0.135322984,1.19E-11,1.04E-10
POC1B,-0.005394678,0.700253857,0.749736464
DYNC1H1,-0.013671459,0.286437249,0.349825659
TMED5,0.016341031,0.30506309,0.370139012
ZSWIM8,-0.082329357,4.21E-08,2.07E-07
CUL4B,-0.003722846,0.799130014,0.836785355
TFB1M,0.05384598,4.53E-08,2.21E-07
SPATA2L,0.092496903,7.34E-05,0.000195137
KIAA1958,-0.047217207,0.000533462,0.001202574
CISD1,0.149895313,2.68E-14,3.71E-13
MAML1,-0.065403605,2.54E-07,1.06E-06
DUS2,0.005199588,0.648148846,0.700701455
C6orf120,-0.046596448,0.004537587,0.008597171
INTU,-0.008900781,0.488064489,0.55036591
NEIL2,-0.031204854,0.033937702,0.052276189
ZNF525,-0.045392262,0.009378281,0.016563547
ERBB2,-0.056626438,4.10E-10,2.81E-09
CACHD1,-0.208451495,6.34E-34,9.61E-32
STOX2,0.083495864,7.59E-08,3.54E-07
RSL1D1,0.00059192,0.970604895,0.977890061
DVL3,-0.048072221,7.24E-06,2.34E-05
PRR5,-0.075802179,0.002442209,0.004881799
MLLT3,-0.039188174,0.00035331,0.000822448
C16orf58,-0.05288856,0.004275769,0.008147426
USP31,-0.015580233,0.364160897,0.431163743
SERF2,0.135687054,5.20E-07,2.05E-06
TEAD2,-0.038059774,2.39E-06,8.33E-06
MICALL2,-0.053414496,0.003874195,0.007436075
RAB11FIP5,-0.051267914,5.38E-05,0.000146068
CDC34,0.05780338,0.009070492,0.016065343
RAPGEF6,0.061264315,5.91E-08,2.82E-07
SMC3,-0.015706759,0.296135873,0.360789319
MARS2,-0.100668127,1.82E-09,1.11E-08
AP001324.1,0.144804963,0.000303072,0.000717161
LAPTM5,-0.030316871,0.196542101,0.252949937
AC124319.3,-0.033709086,0.111652899,0.154089013
VIPR2,0.046878298,0.018385254,0.030159537
ANXA2,0.078996528,1.49E-07,6.57E-07
AC005519.1,-0.11084379,3.23E-07,1.32E-06
ARMCX5-GPRASP2,-0.087172102,1.64E-07,7.16E-07
DPF3,0.0010899,0.916182723,0.934308304
ERCC6L,-0.063762187,8.85E-05,0.000232462
AC126474.2,0.053782946,0.000775752,0.00169972
MCM3,-0.06805821,3.77E-15,6.11E-14
CTSF,0.085165852,2.67E-06,9.26E-06
MKI67,-0.112692331,1.90E-09,1.15E-08
HNRNPLL,0.007448124,0.649183877,0.701668696
Z97989.1,0.062418489,0.01451391,0.024467145
ZKSCAN2,-0.020936472,0.009065053,0.016061398
NPY6R,0.039850049,0.193215767,0.249310667
CDK17,0.01392537,0.45722004,0.521406342
CALM1,0.056652101,2.11E-12,2.10E-11
PLA2R1,-0.09107698,3.94E-05,0.000110328
SRP19,0.057821434,1.50E-05,4.53E-05
DDX19B,0.027982494,0.031367651,0.048722663
CYYR1,0.051939039,1.66E-05,4.96E-05
GPN1,0.029978423,0.000979767,0.002113388
L3MBTL3,-0.076998987,3.97E-10,2.73E-09
SERINC2,-0.089935253,0.001990303,0.004048624
CDK20,-0.058592144,8.33E-09,4.57E-08
LRFN4,0.068882941,8.00E-05,0.000211476
AL022311.1,0.036800272,0.23146385,0.290929927
NSMCE1,0.109351397,4.54E-06,1.51E-05
SSR1,-0.001617708,0.869140703,0.895467446
GALNT17,0.077312125,5.33E-05,0.00014475
NDST1,-0.105269718,1.03E-08,5.59E-08
ZXDC,-0.068917593,0.00035195,0.000820013
PURB,0.012167004,0.154315365,0.204337083
ITSN2,0.04472769,0.073378675,0.104946617
APOD,0.23744251,8.34E-24,4.48E-22
SLC25A15,-0.019352853,0.104586828,0.145017787
SMURF2,-0.01672808,0.088865987,0.125128114
FAM111A,0.026240577,0.047563157,0.070820662
PDGFRA,-0.060114606,5.17E-05,0.000140808
PI4KAP1,-0.082644669,0.113326406,0.156096977
CABYR,-0.041974028,0.034129902,0.052523703
CDCA3,-0.004229153,0.762751837,0.805100103
GABPB1-IT1,0.022714876,0.018208602,0.029899182
BX842570.1,-0.074277105,0.005613451,0.010430046
TENT5B,0.030608292,0.165968251,0.218264401
NSUN5,0.011546364,0.440871643,0.506516134
HEY1,-0.038374063,0.018521813,0.030353675
RPL10A,0.078844215,3.25E-06,1.11E-05
NLGN3,-0.10681779,2.13E-13,2.52E-12
MET,0.080727487,1.49E-07,6.57E-07
ZNF620,-0.063555566,6.63E-07,2.56E-06
LMBRD1,0.079389626,2.04E-10,1.47E-09
SHISA2,-0.097359899,4.69E-07,1.87E-06
IPO9,-0.068246227,8.02E-14,1.02E-12
AL391422.4,-0.049878451,0.001238556,0.002628515
MRPS17,0.076797504,0.000288848,0.000686752
UTP18,-0.004768641,0.701635199,0.750893834
RPS3,0.077367799,0.00010642,0.000275129
BCL2L12,0.031363665,0.129279272,0.175175166
TCN2,-0.045347804,0.014861705,0.024994458
PROX1,0.019937363,0.226873007,0.286166759
C6orf62,0.042614715,0.000146351,0.000366612
GLCCI1,-0.090151145,1.83E-12,1.84E-11
FOXRED2,-0.063799322,4.99E-07,1.98E-06
AARS2,-0.057997044,1.54E-11,1.32E-10
ANKRD35,0.05421132,0.019114951,0.031254007
ZC3H15,0.055865487,0.004988999,0.009349698
TMEM241,-0.083459372,5.01E-10,3.37E-09
CDC42SE2,0.038847063,0.001764123,0.003613526
FBXL22,-0.015836333,0.393527222,0.459620675
AC020916.1,0.016455638,0.487237263,0.549805081
AF117829.1,-0.013222389,0.318549882,0.383980089
EVA1A,0.042046609,0.004164664,0.007947832
ARSE,-0.019834308,0.396906997,0.462703423
MGST1,-0.174932632,1.50E-15,2.66E-14
RPL37A,0.188530952,7.60E-10,4.96E-09
MRPL38,-0.04249957,0.001145914,0.002447488
SNHG7,0.069791675,0.000713536,0.001572357
MBLAC2,-0.003172777,0.862459584,0.890051171
MGST2,0.146335352,8.62E-16,1.60E-14
MTHFD2L,0.032480222,0.000612414,0.001362131
RAB2B,0.003049621,0.725916259,0.772379591
COG8,-0.017305019,0.063686397,0.092218935
GFOD1,-0.003615557,0.809402226,0.845063924
PSMC5,0.017937755,0.339896335,0.405797917
STARD4-AS1,-0.120224896,0.004981786,0.009343185
TWSG1,-0.000312548,0.985079158,0.988439854
AL162458.1,-0.081129621,7.48E-06,2.40E-05
SOX12,-0.016007895,0.163164458,0.215029597
CD2AP,0.012934288,0.31608631,0.381637694
ATAD5,-0.03579052,0.007205951,0.013049532
EPB41,-0.096525768,6.74E-09,3.75E-08
ZFP28,0.004171134,0.762066305,0.804546352
MYO5C,-0.014867797,0.31809549,0.38361733
BAG4,0.033887731,0.034315528,0.052760651
MUTYH,0.007853043,0.519776887,0.581506453
SIN3A,-0.085861193,7.52E-16,1.42E-14
PEX10,-0.015331475,0.197281382,0.253770752
AC005839.1,0.028988958,0.195893155,0.252374587
